CustomerID,BikeBuyer,YearlyIncome,Age,MaritalStatus,Education,Gender,NumberCarsOwned,TotalChildren
19386,1,80610,31,S,Partial College,M,1,0
11028,0,32932,59,M,Partial College,F,1,2
24518,0,82008,31,S,Partial College,F,1,0
26462,0,84818,65,S,Bachelors,F,2,1
23716,0,77945,58,M,Partial College,M,1,2
16106,1,134412,40,M,Graduate Degree,M,2,0
14826,1,61307,26,M,High School,F,2,0
12960,0,104758,43,S,Bachelors,F,2,0
18237,1,86727,47,M,Graduate Degree,F,2,2
27185,0,55326,34,S,Partial College,F,1,0
28192,0,110434,46,M,Graduate Degree,F,2,0
27479,1,34807,28,S,Partial College,F,0,0
25168,0,32579,50,M,Partial High School,M,1,2
19482,1,109840,43,M,Partial College,M,3,2
27968,1,87830,29,M,Bachelors,M,0,0
24487,0,51420,30,S,High School,F,1,0
19522,0,51446,25,M,Partial High School,M,1,0
24417,0,83403,44,S,Bachelors,M,1,0
26963,1,85351,37,S,Partial College,F,0,0
12635,1,51366,59,S,Partial College,M,0,1
15032,1,55454,29,S,High School,F,0,0
16379,0,32957,47,M,Graduate Degree,M,0,2
23774,1,51459,34,S,High School,M,2,0
27230,1,56461,47,S,Partial College,M,1,0
29333,0,134694,68,S,Bachelors,F,2,1
21676,0,58792,34,S,Partial High School,F,1,0
21282,0,86175,27,M,Partial College,F,0,0
12321,0,28576,54,M,Partial High School,F,0,2
13772,0,85346,37,M,Bachelors,F,2,1
22746,1,106817,60,M,Bachelors,F,0,2
20684,0,104152,36,M,Graduate Degree,F,2,2
25302,1,56095,27,S,High School,M,1,0
13907,0,85930,40,S,Bachelors,F,3,0
28449,1,52597,35,M,Graduate Degree,M,2,2
16601,0,58886,57,S,High School,F,1,0
16262,1,132783,38,M,Bachelors,F,2,1
29214,1,86549,41,S,Partial College,M,0,0
17901,1,108449,63,M,Partial College,M,1,2
17019,0,29309,44,M,High School,F,1,2
14843,1,77984,30,S,High School,M,2,0
26395,1,54380,60,S,Partial College,F,0,1
25286,1,54457,33,S,Bachelors,M,1,0
13073,1,55826,29,M,Partial College,F,0,0
13579,1,109222,59,M,Bachelors,M,2,2
16771,1,83222,32,M,Graduate Degree,M,3,1
13209,1,81948,60,M,Bachelors,F,1,2
12620,1,131240,36,M,Graduate Degree,M,3,0
25424,1,77989,39,S,Graduate Degree,M,1,0
20532,1,61410,55,M,Partial College,F,1,2
11470,0,28240,32,S,Partial High School,M,1,0
11422,1,112253,59,M,Bachelors,M,2,2
18839,1,78845,50,M,Partial College,M,2,2
28718,1,77036,40,M,Bachelors,F,2,2
11216,1,77615,55,S,Partial College,F,2,0
25015,0,61285,27,M,Partial College,F,1,0
28482,1,58667,27,S,Partial College,M,0,0
13885,1,52521,35,S,Graduate Degree,M,2,0
22751,0,54475,59,M,Bachelors,M,0,2
12406,1,105712,35,S,Graduate Degree,M,3,0
11856,1,61786,42,M,Graduate Degree,M,2,1
16340,0,57426,24,S,Partial College,M,0,0
27554,1,82030,45,M,Partial College,F,1,2
13492,1,135269,65,M,Bachelors,M,0,2
23320,0,26509,56,M,Partial High School,F,1,2
20946,0,59588,29,S,Partial College,F,1,0
16653,1,102544,32,M,Partial College,F,2,0
23701,1,53759,59,M,High School,F,0,2
20634,1,78885,41,M,Partial College,F,0,2
23862,1,59673,37,M,High School,F,1,1
27851,1,128287,67,M,Bachelors,F,2,2
24748,0,26588,48,M,Partial High School,M,1,1
18943,0,58088,48,S,Partial College,F,1,0
16164,1,54925,38,S,Bachelors,F,2,0
14130,1,111197,26,M,Bachelors,F,2,0
28483,0,28208,29,S,High School,F,1,0
18441,1,82968,64,M,Graduate Degree,F,2,2
19103,1,60899,35,M,Partial High School,M,1,1
29184,0,128799,35,M,Graduate Degree,F,1,2
15934,0,81341,49,S,Partial College,F,1,0
17438,1,82558,50,M,High School,M,3,2
16882,0,27377,45,S,Partial College,M,0,0
28647,0,31858,33,M,Graduate Degree,F,0,2
17232,1,80554,30,M,Bachelors,M,2,0
11969,1,128181,47,S,Graduate Degree,M,3,0
13481,1,132366,52,M,Graduate Degree,M,2,2
25441,1,135682,40,M,Bachelors,F,2,2
21065,1,111375,38,M,Bachelors,M,2,2
17048,0,131260,36,S,Graduate Degree,F,1,0
11476,1,51688,31,M,Bachelors,F,0,0
21624,0,79505,36,S,Graduate Degree,F,1,0
13380,1,55532,56,M,Bachelors,F,0,2
14008,0,32735,56,M,Partial High School,F,1,2
12385,1,83953,32,M,Bachelors,F,3,0
24224,0,26977,26,S,High School,F,1,0
18456,1,54610,28,S,Partial College,M,0,0
28956,0,28569,34,S,Bachelors,F,0,0
17286,1,111173,38,M,Bachelors,M,2,0
14186,0,34826,53,M,Partial College,F,1,2
17384,1,57799,34,M,Graduate Degree,M,1,1
19975,1,60285,35,S,Partial High School,F,2,0
17784,0,61041,38,S,Partial High School,F,1,0
11527,1,55030,49,M,Partial College,F,0,2
23874,0,134465,38,S,Bachelors,F,1,0
21748,0,55480,43,S,Bachelors,M,1,0
22723,1,30171,62,M,Graduate Degree,M,1,2
16852,0,78528,42,S,Bachelors,F,1,0
12171,1,78743,44,S,Bachelors,F,3,0
23591,1,54687,42,M,Bachelors,M,1,2
20386,0,28290,66,M,Graduate Degree,F,1,2
13091,1,54003,46,S,Graduate Degree,F,2,0
22506,1,80821,40,S,Partial College,F,3,0
11651,1,35999,33,M,Graduate Degree,F,1,2
20857,1,79414,36,S,Partial College,M,1,0
11792,1,85286,36,M,Bachelors,F,1,1
29482,1,137077,46,M,Bachelors,M,3,2
23199,1,37067,39,M,Bachelors,M,0,2
15003,0,31275,32,S,Partial High School,M,0,0
28625,1,80669,46,S,Partial College,M,1,0
22509,0,29801,40,M,Bachelors,F,0,1
20707,1,107263,37,S,Bachelors,F,2,0
16870,1,31608,50,M,High School,F,0,2
16363,1,58069,50,M,Partial College,F,0,2
12717,1,52837,31,M,Partial College,F,0,0
14024,0,87269,29,S,Partial College,F,1,0
17145,0,103663,57,S,Partial College,F,2,0
24892,1,102583,30,S,Bachelors,M,1,0
21538,1,53771,55,M,High School,F,2,2
21506,1,78760,48,M,Partial College,M,2,2
23516,1,105602,54,S,Partial College,F,3,0
27053,1,34667,46,S,Partial College,M,0,0
23885,1,127898,36,M,Graduate Degree,F,1,1
14530,1,111342,43,M,Graduate Degree,M,3,2
13758,1,133311,46,S,Graduate Degree,F,3,0
25942,0,60567,25,S,Partial College,F,1,0
17776,1,53146,37,S,Partial College,F,0,0
28236,0,53519,40,S,Bachelors,F,1,0
22686,0,79051,26,S,Partial College,M,1,0
15684,0,110168,61,S,Partial College,M,2,1
22999,0,26893,37,M,Bachelors,M,0,1
16829,0,58618,49,M,High School,M,1,2
24718,0,83160,34,S,Partial College,M,2,0
29302,0,25449,41,S,Bachelors,F,1,0
20431,0,59664,29,S,Partial College,M,1,0
14886,0,60198,51,S,Partial High School,F,1,0
18219,0,57441,35,M,Partial High School,F,0,1
11672,1,33604,39,M,Bachelors,M,0,1
26546,1,109368,27,M,Partial College,M,3,0
28319,0,26892,45,S,Partial College,F,0,0
21792,1,109990,56,M,Partial College,F,2,1
17012,1,56280,42,M,Graduate Degree,F,1,2
24766,0,26852,32,M,Graduate Degree,M,0,0
21435,1,61774,40,S,Bachelors,M,1,0
27084,1,132142,35,M,Bachelors,M,2,2
13900,0,113288,36,M,Graduate Degree,M,2,0
11871,0,62134,38,S,Partial College,M,1,0
15545,0,55130,44,M,High School,F,1,1
24149,1,53400,49,M,Partial College,M,0,2
26238,0,36151,31,S,Partial College,F,0,0
14085,1,59957,25,M,High School,M,0,0
16920,1,53956,26,M,Partial College,M,2,0
26783,0,51861,25,M,High School,M,1,0
27951,1,79263,53,S,Partial College,M,1,0
19425,0,78255,36,M,High School,M,1,1
28992,1,54886,58,S,High School,M,2,1
14354,0,59137,31,S,Partial College,M,1,0
22064,1,51254,60,M,High School,M,1,2
20811,0,131638,63,S,Graduate Degree,M,2,1
17663,1,30306,50,M,High School,F,1,2
12737,1,58987,32,S,High School,M,0,0
27147,1,79919,40,S,Bachelors,M,2,0
27850,1,56183,50,S,Bachelors,M,0,0
22342,0,56171,51,M,Partial High School,M,2,2
12750,0,34636,35,S,Partial College,F,1,0
16915,1,109950,37,M,Bachelors,M,1,2
20387,1,104830,65,M,Graduate Degree,M,2,2
14869,1,54232,30,S,Partial College,F,0,0
14345,1,111988,65,M,Bachelors,F,3,2
28243,1,104117,41,S,Bachelors,M,3,0
14756,1,86454,48,M,Partial College,M,2,2
19379,0,35516,30,S,Partial High School,F,1,0
18795,0,26647,27,S,Partial High School,M,0,0
14194,1,35255,55,M,Partial College,F,0,2
18837,0,27789,50,M,High School,F,0,1
20317,1,55571,59,M,High School,M,1,2
20037,1,61928,37,S,Bachelors,F,0,0
27930,0,78212,50,S,Partial College,M,1,0
18740,0,53700,47,M,Bachelors,M,1,1
23536,1,61145,40,S,Bachelors,F,0,0
24440,1,61999,54,M,Partial College,F,0,2
11031,1,55969,58,M,High School,F,0,2
11610,1,84476,30,S,Partial College,M,2,0
26805,0,55823,32,S,Partial College,F,1,0
28890,0,76862,60,M,Partial College,F,2,2
26038,0,86007,31,S,Partial College,F,2,0
25848,1,83044,64,S,High School,M,1,1
12308,1,59763,51,M,High School,F,0,1
13172,1,61541,37,S,Bachelors,F,2,0
21522,1,109380,59,S,Partial College,F,3,1
24618,0,52665,56,M,High School,M,1,2
14399,0,34644,57,S,Bachelors,M,1,0
19001,1,34587,57,M,High School,M,0,2
12876,1,133610,46,M,Graduate Degree,M,2,2
18248,1,137172,36,M,Graduate Degree,M,2,0
26115,0,80826,52,S,Graduate Degree,F,3,0
15243,1,35218,29,M,High School,F,0,0
11100,0,112092,45,S,Partial College,F,2,0
20115,1,54460,46,M,Partial College,F,0,2
22430,1,52075,45,S,Graduate Degree,M,2,0
17854,0,80365,31,S,Partial College,M,1,0
29352,1,106821,40,S,Bachelors,F,3,0
26802,0,29919,30,S,High School,M,1,0
27351,1,59912,31,M,Partial College,F,1,0
21563,1,54605,33,S,Bachelors,F,0,0
26716,1,84566,70,M,High School,F,0,2
27934,0,53615,60,M,High School,F,2,2
25585,1,87881,46,M,Graduate Degree,M,2,2
13324,0,53974,68,M,Bachelors,F,1,2
22435,0,27535,36,S,High School,M,0,0
12585,1,52219,26,M,High School,M,2,0
24378,0,104626,37,S,Bachelors,F,1,0
18547,0,35703,33,M,Graduate Degree,M,0,2
25352,0,56961,48,M,Partial High School,M,2,2
25344,1,56650,50,M,High School,M,0,2
26438,0,59575,32,M,High School,F,1,0
24893,0,81936,31,S,Bachelors,M,3,0
15140,1,105719,34,S,Bachelors,F,3,0
21504,1,59330,53,M,High School,F,2,2
14183,0,56462,52,S,Partial College,F,1,0
25718,1,83566,28,S,Partial College,M,2,0
24585,0,83740,30,M,Bachelors,M,1,0
27347,0,110219,31,M,Bachelors,M,2,0
26329,1,32711,38,M,Bachelors,F,0,1
13608,1,77999,56,M,High School,F,0,2
27606,0,53492,48,S,Partial College,F,1,0
25649,0,28149,41,S,Partial College,F,0,0
15035,1,34900,26,S,High School,M,1,0
13871,1,137821,36,S,Bachelors,F,2,0
14241,1,77768,64,M,Graduate Degree,F,1,2
21056,0,27288,37,M,Graduate Degree,M,1,2
17602,1,54338,39,M,Graduate Degree,M,1,2
11815,0,112942,35,M,Graduate Degree,F,1,1
16772,1,129671,33,M,Graduate Degree,F,1,1
18314,1,83373,25,S,High School,M,3,0
25896,1,57949,53,M,High School,F,0,2
24364,0,55610,35,M,Bachelors,M,2,1
27841,0,36097,43,M,Graduate Degree,M,0,1
19891,1,55825,53,M,High School,F,1,2
12007,1,54703,44,M,Partial College,F,0,2
27052,0,52340,46,S,Partial College,F,0,0
23484,0,82530,42,M,Partial College,F,1,1
23529,0,79767,44,S,Partial College,F,1,0
27470,1,33923,58,M,Partial College,F,0,2
17416,1,60689,42,M,Partial College,M,2,2
27873,0,129556,27,M,Bachelors,F,2,0
14856,0,25546,28,S,Partial High School,F,1,0
26926,1,30133,62,M,Partial College,M,0,2
26545,0,58658,27,M,Partial College,F,2,0
13869,1,85479,36,M,Bachelors,F,2,2
12630,1,86513,51,M,Partial College,M,0,1
26429,1,83629,29,S,Bachelors,M,2,0
12544,1,82457,47,M,Bachelors,M,3,2
21794,1,84751,56,M,Partial College,F,0,2
11094,0,82971,43,S,Partial College,M,1,0
16267,0,55694,39,M,Bachelors,M,0,2
22449,1,111858,36,M,Graduate Degree,F,1,1
15980,0,55052,45,S,Partial College,F,1,0
25710,0,78890,25,M,Bachelors,F,1,0
24466,0,56743,45,M,Partial College,F,1,1
15759,1,111905,32,M,Bachelors,F,3,0
17191,1,54306,50,S,Partial College,M,0,0
27102,0,106565,35,S,Graduate Degree,F,0,0
27628,0,56801,42,S,Partial College,F,2,0
27478,0,26008,28,M,Partial College,F,0,0
15534,1,56817,42,S,Bachelors,M,1,0
15023,1,82507,26,M,Partial College,M,1,0
14225,1,130968,33,M,Bachelors,F,2,1
11304,1,76468,45,M,Partial College,F,0,2
20144,1,36426,49,M,Partial College,M,0,2
15403,0,33396,51,M,Partial High School,M,1,2
28406,1,79177,42,M,Partial College,M,2,1
17825,1,107076,42,M,Bachelors,M,1,1
21569,0,83995,35,S,Bachelors,M,3,0
13389,1,108834,55,M,Partial College,F,2,2
16982,0,86417,36,M,Graduate Degree,F,2,2
11895,1,128660,36,M,Graduate Degree,M,2,2
16618,0,54661,31,M,Partial College,F,2,0
25294,0,26831,34,S,Partial High School,F,1,0
25908,1,81236,26,M,Partial College,F,2,0
25336,1,53746,51,S,Partial High School,M,0,0
12311,1,82410,51,S,High School,M,0,0
28086,0,54285,26,S,Partial College,F,1,0
14797,0,30011,40,S,Partial High School,M,1,0
23977,0,61247,47,S,Bachelors,F,0,0
26508,1,81698,56,M,Partial College,M,0,2
21120,0,79621,29,M,Partial College,M,1,0
26891,1,108449,30,M,Bachelors,M,1,0
13321,0,112522,52,S,Graduate Degree,F,1,0
19434,1,108500,36,S,Bachelors,M,3,0
20174,0,30998,32,M,Partial High School,M,0,0
17934,0,82242,45,S,Partial College,M,1,0
24925,1,61887,56,S,High School,M,2,0
24849,0,54643,59,M,Bachelors,F,1,2
25405,0,133867,37,M,Bachelors,M,3,0
16965,0,137129,37,S,Bachelors,F,1,0
23557,0,27124,25,M,High School,F,0,0
22144,1,35179,64,M,Graduate Degree,M,1,2
17841,1,51902,29,S,Partial College,M,0,0
11355,1,106870,62,M,Graduate Degree,M,0,2
18655,1,86057,50,M,Partial College,M,2,2
20977,1,56145,64,M,Bachelors,M,1,3
23682,0,77566,64,M,Bachelors,F,1,3
17968,1,105420,53,M,Partial College,F,1,1
13882,0,61262,38,S,Bachelors,F,1,0
25125,1,107441,39,M,Bachelors,M,0,1
12143,0,108136,40,M,Bachelors,M,2,2
18462,0,85432,53,M,High School,M,1,2
19769,1,33059,25,M,Partial College,F,0,0
29165,1,133576,46,S,Graduate Degree,M,2,0
25961,1,86271,48,S,High School,M,2,0
17798,0,57567,40,S,High School,F,1,0
28709,0,35765,54,S,Partial College,F,1,0
27358,0,103774,33,M,Bachelors,M,3,0
16389,0,83676,37,S,Bachelors,M,3,0
22230,1,110154,49,M,Partial College,F,1,1
25699,1,62381,49,S,Partial College,M,1,0
16550,1,61074,46,M,Bachelors,M,2,2
19309,1,109983,36,M,Bachelors,M,3,2
15715,0,80330,30,S,Bachelors,F,1,0
27419,0,58432,55,S,High School,F,1,0
23561,1,57389,27,S,High School,M,0,0
28939,0,80939,31,M,Bachelors,M,3,0
15591,1,80408,36,S,Graduate Degree,M,2,0
21674,0,35941,34,M,Partial High School,F,0,2
11577,1,34928,40,M,Bachelors,F,1,1
27661,1,54276,69,M,Graduate Degree,M,1,2
23545,0,85554,48,S,Partial College,F,2,0
13537,0,86159,46,S,High School,F,0,0
25918,1,81326,59,S,Partial College,F,3,1
18526,1,80736,42,S,Bachelors,M,2,0
17393,0,28135,41,S,Bachelors,M,1,0
19749,0,57001,27,S,Partial College,F,1,0
16114,1,85767,42,M,Bachelors,M,2,1
27743,0,86241,64,M,Bachelors,F,1,2
14623,1,53101,43,M,Partial College,M,1,1
25518,0,56703,29,S,High School,M,1,0
22530,1,77840,30,S,High School,F,2,0
28284,1,56262,45,S,Partial College,F,0,0
14610,0,58848,41,S,Bachelors,F,0,0
18781,1,109668,33,S,Bachelors,M,2,0
20398,0,55699,64,S,Graduate Degree,F,1,1
17635,1,52357,33,S,High School,M,0,0
23929,1,58382,41,M,Partial College,F,1,1
17767,1,57063,36,M,Graduate Degree,M,0,1
17967,1,82497,53,M,Partial College,F,1,2
20851,1,30828,35,S,Partial College,M,0,0
18336,1,79353,63,M,Bachelors,F,2,2
11192,1,105276,60,M,Bachelors,M,1,2
29021,0,52716,54,S,High School,M,2,0
20207,1,108599,47,M,Bachelors,M,2,2
21556,0,106898,31,S,Bachelors,F,1,0
15579,0,26569,37,S,Bachelors,F,1,0
13056,0,51437,30,S,High School,F,1,0
18925,0,59659,29,M,Partial College,F,0,0
26240,0,51467,31,S,Graduate Degree,F,1,0
11497,1,57840,34,S,Partial College,F,2,0
23986,1,84796,65,M,Bachelors,F,0,2
20137,1,79474,44,M,Bachelors,M,2,2
26367,0,61365,39,M,Bachelors,M,0,1
18233,0,107354,47,S,Bachelors,F,3,0
18282,1,80653,38,S,Bachelors,F,2,0
25910,1,54519,26,M,Partial College,F,1,0
15423,0,80885,26,S,High School,M,2,0
18748,1,33977,55,M,High School,F,0,2
23368,0,26985,40,M,Bachelors,F,1,1
15346,0,62244,54,S,Partial College,M,1,0
22256,1,132709,35,M,Graduate Degree,M,2,0
22050,1,30814,37,S,Bachelors,M,0,0
22840,1,105123,29,S,Bachelors,M,2,0
17653,1,32163,35,S,Graduate Degree,F,0,0
13175,0,56177,37,M,Bachelors,M,1,2
22691,1,83406,43,M,Bachelors,M,0,2
26120,1,109521,54,S,Partial College,M,2,0
23060,1,109642,53,M,Partial College,F,1,2
27338,1,56665,30,M,Bachelors,F,1,0
24870,1,103137,54,M,Bachelors,F,2,2
11155,0,52353,29,S,Partial College,M,1,0
18570,0,62224,39,S,Graduate Degree,M,1,0
22897,0,57590,47,M,Bachelors,F,1,1
23103,1,33230,52,M,Partial College,M,0,1
27153,1,81543,31,S,Partial College,F,0,0
18969,1,109411,63,M,Graduate Degree,F,0,2
27565,0,59167,46,M,Bachelors,F,2,2
20112,0,80021,47,S,Graduate Degree,F,2,0
17338,1,86636,29,M,High School,F,3,0
18903,1,86525,53,S,High School,M,1,0
16369,1,80177,49,M,Partial College,F,0,2
27232,0,60474,46,S,Partial College,M,1,0
24432,0,35106,51,M,Partial High School,M,0,2
28507,1,129121,46,M,Bachelors,F,2,2
19889,0,54811,53,S,Partial High School,F,1,0
24241,0,59970,59,S,High School,M,2,1
20901,0,54594,40,S,High School,M,1,0
17084,0,34485,25,S,Partial High School,M,0,0
28535,1,128717,37,S,Bachelors,F,2,0
23809,1,104150,47,M,Partial College,F,2,2
26422,0,138642,30,S,Bachelors,M,2,0
12521,1,53803,30,S,Partial High School,F,2,0
28555,0,109283,32,M,Bachelors,F,2,0
21488,1,36413,56,M,Partial College,F,1,2
13899,1,106695,36,M,Graduate Degree,M,3,2
13759,1,54894,46,M,Graduate Degree,M,0,2
26482,1,53034,60,M,Partial High School,F,1,2
29319,1,77654,48,S,Partial College,M,3,0
27118,1,110107,35,M,Bachelors,F,3,0
29417,0,52204,30,M,Partial High School,F,1,0
15707,1,104940,56,M,Partial College,F,2,2
14662,0,61865,47,M,Bachelors,M,1,1
27901,1,105756,46,M,Graduate Degree,F,2,2
20592,0,28446,56,M,High School,M,1,2
23375,0,57247,43,M,Bachelors,M,2,1
13697,1,62509,34,S,Partial College,M,1,0
21991,1,61826,40,M,Bachelors,F,2,2
26191,0,112304,62,M,Bachelors,M,2,2
22945,1,84456,46,M,Bachelors,F,3,1
27919,0,26205,33,S,Partial College,M,1,0
14779,0,28441,38,S,Partial High School,M,1,0
29139,0,58265,37,S,Graduate Degree,F,1,0
29443,1,34466,49,S,Partial College,M,0,0
25444,0,79309,37,S,Graduate Degree,F,1,0
17292,0,138237,39,S,Graduate Degree,F,1,0
21857,0,109568,55,S,Bachelors,M,1,0
18070,0,102952,59,M,Bachelors,F,2,2
16666,1,81876,32,S,Bachelors,F,2,0
13799,0,57651,39,S,Partial College,M,1,0
21900,1,81979,41,S,Partial College,M,2,0
23746,0,31523,25,S,Partial High School,F,0,0
24493,0,86648,26,S,High School,M,1,0
23863,1,87789,38,S,Bachelors,M,3,0
11330,0,109467,65,M,Graduate Degree,M,2,2
15014,0,29965,56,M,Partial College,M,1,2
20197,0,85801,45,M,Partial College,F,1,2
20511,0,108008,59,M,Bachelors,M,1,2
27302,1,56024,48,M,Partial College,M,2,2
24116,1,85962,42,M,Bachelors,M,2,2
28615,1,60344,48,M,Partial High School,M,2,1
28968,1,55459,57,S,High School,M,0,0
24083,1,58773,41,M,High School,M,2,2
20117,1,78193,33,M,Graduate Degree,M,2,1
18276,0,80978,43,S,Bachelors,F,1,0
21713,1,83266,46,S,Graduate Degree,M,3,0
18255,1,106307,40,S,Bachelors,F,2,0
16209,0,85028,35,S,Graduate Degree,F,2,0
20800,0,26113,48,M,Bachelors,M,0,2
19597,0,59145,38,M,Bachelors,M,1,1
24376,1,61196,37,M,Bachelors,M,1,1
26423,0,104281,30,S,Bachelors,M,3,0
28599,0,51539,50,S,High School,F,1,0
24731,0,55193,30,M,Partial College,M,1,0
28681,1,133291,39,M,Graduate Degree,F,3,2
11314,0,82883,51,S,Graduate Degree,F,1,0
17098,0,80978,33,S,High School,M,1,0
13399,1,55684,54,M,Partial College,M,1,2
25198,0,31377,51,M,Partial High School,F,1,2
26845,1,86467,41,S,High School,M,0,0
28489,1,83787,62,S,Partial College,M,1,1
27305,1,109258,48,M,Bachelors,M,1,2
13216,1,80065,59,M,Bachelors,F,2,2
11553,0,80463,38,M,Partial College,F,1,1
26969,1,62167,32,S,Partial High School,M,2,0
14501,1,81167,67,M,Graduate Degree,M,1,2
25049,0,56880,32,M,Partial College,F,1,0
21679,0,29629,34,S,High School,M,1,0
17235,0,53669,31,S,Bachelors,M,2,0
27993,0,61442,58,S,High School,M,2,1
12660,0,59528,58,M,Partial High School,F,1,2
12348,0,60538,31,M,Bachelors,M,0,0
22733,1,84784,62,M,Bachelors,F,2,2
28304,1,103761,41,M,Bachelors,F,0,2
14599,1,104505,36,M,Graduate Degree,M,2,2
27647,1,84450,44,M,Partial College,M,0,2
19398,0,35271,45,S,Bachelors,M,1,0
26414,1,61063,56,M,High School,M,1,2
18634,1,86990,33,S,High School,F,3,0
16127,0,51218,44,M,Partial College,F,1,2
22773,0,56622,55,M,Partial College,F,1,2
13981,0,29087,61,M,High School,F,1,2
13909,0,103257,40,S,Bachelors,F,2,0
18735,0,131629,41,S,Bachelors,F,3,0
28018,0,56650,60,S,Partial High School,F,1,1
21119,1,33349,29,S,High School,M,0,0
16319,0,83398,28,S,High School,F,1,0
27780,1,32639,40,M,High School,F,0,2
18092,1,55538,56,M,Partial High School,M,1,2
15858,0,113028,46,M,Graduate Degree,M,2,0
13028,1,55754,28,S,Partial College,M,2,0
16841,1,80146,41,M,Partial College,M,1,2
22538,0,55795,32,S,Partial High School,F,1,0
23972,1,129146,44,S,Graduate Degree,M,2,0
22441,1,31737,36,S,Bachelors,F,0,0
21377,0,52276,55,S,Partial High School,F,1,0
19991,0,52873,34,M,Graduate Degree,M,1,1
15265,1,85240,65,S,Bachelors,M,1,1
12229,0,79146,49,M,Partial College,F,1,2
16989,0,58396,40,S,Bachelors,F,1,0
14770,1,107737,37,M,Bachelors,M,1,2
28945,1,86911,33,M,Bachelors,M,2,1
27492,0,28959,53,M,High School,M,0,2
23371,1,106277,42,S,Graduate Degree,F,2,0
11835,1,81281,40,S,Bachelors,M,1,0
20756,0,54362,49,M,High School,M,1,2
18767,1,129467,64,M,Bachelors,M,0,2
16741,1,60038,65,M,Bachelors,M,2,2
13656,0,103611,64,M,Graduate Degree,F,2,2
15288,0,103726,32,M,Graduate Degree,M,3,0
25804,1,103090,56,M,Partial College,M,1,2
16814,0,76641,54,S,Partial College,F,1,0
15585,1,109692,38,M,Bachelors,M,2,0
19714,0,55983,45,S,High School,F,1,0
27608,0,30541,49,M,Partial High School,M,1,2
18598,0,87708,41,S,Bachelors,M,2,0
19119,0,137732,34,M,Graduate Degree,M,0,2
19727,0,137685,68,M,Graduate Degree,F,2,3
11744,1,107401,47,M,Bachelors,F,2,2
23296,0,59855,32,S,Partial College,F,1,0
13723,0,83924,51,M,High School,M,1,2
24621,1,54485,68,M,High School,M,1,3
17951,0,86282,35,M,High School,M,0,1
20705,0,79577,37,M,Bachelors,M,1,2
29399,0,106210,40,S,Bachelors,F,2,0
20305,1,81913,25,S,Partial College,M,1,0
29280,1,77031,54,S,Partial College,F,3,0
18386,0,76944,42,M,Partial College,M,2,1
24445,0,32890,54,M,Partial College,F,1,2
11195,1,102219,59,M,Bachelors,F,2,2
19830,1,109297,42,S,Bachelors,F,2,0
14040,0,51155,48,S,Partial High School,F,1,0
16132,1,79016,44,M,Partial College,F,3,1
23633,1,83939,56,S,High School,F,2,0
18549,1,103324,35,M,Bachelors,F,2,0
23992,1,108928,25,S,Partial College,F,2,0
20472,0,28712,40,S,Partial College,M,0,0
24557,0,103364,59,S,Bachelors,M,2,1
22712,1,107435,31,S,Partial College,F,2,0
11233,1,86999,53,M,Partial College,M,3,1
21573,0,83174,36,S,Bachelors,M,2,0
28219,1,55169,38,S,Graduate Degree,M,2,0
19115,1,76470,36,M,Bachelors,F,3,1
18060,1,58569,45,M,Partial College,F,2,2
18845,1,86652,69,M,Graduate Degree,F,0,3
27143,1,104178,37,S,Graduate Degree,M,2,0
19947,0,79105,30,S,Bachelors,M,3,0
17696,0,112778,32,S,Graduate Degree,F,0,0
28962,0,35000,35,S,High School,M,1,0
21805,1,59995,54,M,Partial College,M,1,1
11020,0,84287,27,S,High School,M,0,0
24497,0,31071,27,S,High School,F,0,0
15712,1,56959,56,M,High School,F,1,2
22796,1,61735,48,M,Partial College,M,1,2
12423,0,50910,51,S,Partial High School,F,1,0
18874,1,61795,66,M,Graduate Degree,F,1,2
27719,1,79001,44,M,Partial College,M,1,2
25651,0,127835,42,M,Bachelors,M,2,0
15406,0,60950,52,S,Graduate Degree,F,1,0
15480,0,31958,34,M,Graduate Degree,F,0,2
27616,1,55982,39,S,Bachelors,F,2,0
19653,1,128747,63,M,Graduate Degree,F,2,2
18411,1,82838,50,M,High School,M,1,2
19778,1,52345,30,M,Partial College,F,2,0
16592,1,58376,53,M,Partial College,F,1,2
12570,1,107330,25,S,Partial College,M,0,0
20172,0,58461,46,S,Graduate Degree,F,2,0
14852,0,62089,27,S,Partial College,M,1,0
23027,1,55091,43,S,Bachelors,M,1,0
24842,0,35811,50,S,High School,F,1,0
16859,0,77938,43,S,Partial College,M,1,0
16182,1,109912,41,M,Bachelors,M,2,0
25832,1,56031,34,S,Partial High School,M,1,0
25838,0,106315,67,S,Graduate Degree,F,1,1
23886,1,61776,35,M,Graduate Degree,M,0,1
22404,1,51711,25,S,Partial College,F,2,0
11571,1,103357,39,M,Bachelors,M,2,2
18119,1,33723,53,M,High School,M,0,2
22370,0,79571,46,S,Graduate Degree,F,1,0
28564,0,58365,33,S,Partial College,F,1,0
16116,0,77848,37,S,Bachelors,M,1,0
14168,1,110384,54,M,Partial College,M,3,2
16541,1,79013,44,S,Partial College,M,2,0
17674,1,33466,47,M,High School,M,1,2
21968,1,37054,37,S,Bachelors,M,0,0
13534,1,111254,44,M,Graduate Degree,F,0,1
19559,1,81677,34,M,Graduate Degree,M,2,1
19783,0,59224,50,S,High School,M,1,0
